,ST,CB,PB,GO,CA
8026,30,25,0,0,45
8027,30,25,0,5,40
8028,30,25,0,10,35
8029,30,25,0,15,30
8030,30,25,0,20,25
8031,30,25,0,25,20
8032,30,25,0,30,15
8033,30,25,0,35,10
8034,30,25,0,40,5
8035,30,25,0,45,0
8036,30,25,5,0,40
8037,30,25,5,5,35
8038,30,25,5,10,30
8039,30,25,5,15,25
8040,30,25,5,20,20
8041,30,25,5,25,15
8042,30,25,5,30,10
8043,30,25,5,35,5
8044,30,25,5,40,0
8045,30,25,10,0,35
8046,30,25,10,5,30
8047,30,25,10,10,25
8048,30,25,10,15,20
8049,30,25,10,20,15
8050,30,25,10,25,10
8051,30,25,10,30,5
8052,30,25,10,35,0
8053,30,25,15,0,30
8054,30,25,15,5,25
8055,30,25,15,10,20
8056,30,25,15,15,15
8057,30,25,15,20,10
8058,30,25,15,25,5
8059,30,25,15,30,0
8060,30,25,20,0,25
8061,30,25,20,5,20
8062,30,25,20,10,15
8063,30,25,20,15,10
8064,30,25,20,20,5
8065,30,25,20,25,0
8066,30,25,25,0,20
8067,30,25,25,5,15
8068,30,25,25,10,10
8069,30,25,25,15,5
8070,30,25,25,20,0
8071,30,25,30,0,15
8072,30,25,30,5,10
8073,30,25,30,10,5
8074,30,25,30,15,0
8075,30,25,35,0,10
8076,30,25,35,5,5
8077,30,25,35,10,0
8078,30,25,40,0,5
8079,30,25,40,5,0
8080,30,25,45,0,0
8081,30,30,0,0,40
8082,30,30,0,5,35
8083,30,30,0,10,30
8084,30,30,0,15,25
8085,30,30,0,20,20
8086,30,30,0,25,15
8087,30,30,0,30,10
8088,30,30,0,35,5
8089,30,30,0,40,0
8090,30,30,5,0,35
8091,30,30,5,5,30
8092,30,30,5,10,25
8093,30,30,5,15,20
8094,30,30,5,20,15
8095,30,30,5,25,10
8096,30,30,5,30,5
8097,30,30,5,35,0
8098,30,30,10,0,30
8099,30,30,10,5,25
8100,30,30,10,10,20
8101,30,30,10,15,15
8102,30,30,10,20,10
8103,30,30,10,25,5
8104,30,30,10,30,0
8105,30,30,15,0,25
8106,30,30,15,5,20
8107,30,30,15,10,15
8108,30,30,15,15,10
8109,30,30,15,20,5
8110,30,30,15,25,0
8111,30,30,20,0,20
8112,30,30,20,5,15
8113,30,30,20,10,10
8114,30,30,20,15,5
8115,30,30,20,20,0
8116,30,30,25,0,15
8117,30,30,25,5,10
8118,30,30,25,10,5
8119,30,30,25,15,0
8120,30,30,30,0,10
8121,30,30,30,5,5
8122,30,30,30,10,0
8123,30,30,35,0,5
8124,30,30,35,5,0
8125,30,30,40,0,0
8126,30,35,0,0,35
8127,30,35,0,5,30
8128,30,35,0,10,25
8129,30,35,0,15,20
8130,30,35,0,20,15
8131,30,35,0,25,10
8132,30,35,0,30,5
8133,30,35,0,35,0
8134,30,35,5,0,30
8135,30,35,5,5,25
8136,30,35,5,10,20
8137,30,35,5,15,15
8138,30,35,5,20,10
8139,30,35,5,25,5
8140,30,35,5,30,0
8141,30,35,10,0,25
8142,30,35,10,5,20
8143,30,35,10,10,15
8144,30,35,10,15,10
8145,30,35,10,20,5
8146,30,35,10,25,0
8147,30,35,15,0,20
8148,30,35,15,5,15
8149,30,35,15,10,10
8150,30,35,15,15,5
8151,30,35,15,20,0
8152,30,35,20,0,15
8153,30,35,20,5,10
8154,30,35,20,10,5
8155,30,35,20,15,0
8156,30,35,25,0,10
8157,30,35,25,5,5
8158,30,35,25,10,0
8159,30,35,30,0,5
8160,30,35,30,5,0
8161,30,35,35,0,0
8162,30,40,0,0,30
8163,30,40,0,5,25
8164,30,40,0,10,20
8165,30,40,0,15,15
8166,30,40,0,20,10
8167,30,40,0,25,5
8168,30,40,0,30,0
8169,30,40,5,0,25
8170,30,40,5,5,20
8171,30,40,5,10,15
8172,30,40,5,15,10
8173,30,40,5,20,5
8174,30,40,5,25,0
8175,30,40,10,0,20
8176,30,40,10,5,15
8177,30,40,10,10,10
8178,30,40,10,15,5
8179,30,40,10,20,0
8180,30,40,15,0,15
8181,30,40,15,5,10
8182,30,40,15,10,5
8183,30,40,15,15,0
8184,30,40,20,0,10
8185,30,40,20,5,5
8186,30,40,20,10,0
8187,30,40,25,0,5
8188,30,40,25,5,0
8189,30,40,30,0,0
8190,30,45,0,0,25
8191,30,45,0,5,20
8192,30,45,0,10,15
8193,30,45,0,15,10
8194,30,45,0,20,5
8195,30,45,0,25,0
8196,30,45,5,0,20
8197,30,45,5,5,15
8198,30,45,5,10,10
8199,30,45,5,15,5
8200,30,45,5,20,0
8201,30,45,10,0,15
8202,30,45,10,5,10
8203,30,45,10,10,5
8204,30,45,10,15,0
8205,30,45,15,0,10
8206,30,45,15,5,5
8207,30,45,15,10,0
8208,30,45,20,0,5
8209,30,45,20,5,0
8210,30,45,25,0,0
8211,30,50,0,0,20
8212,30,50,0,5,15
8213,30,50,0,10,10
8214,30,50,0,15,5
8215,30,50,0,20,0
8216,30,50,5,0,15
8217,30,50,5,5,10
8218,30,50,5,10,5
8219,30,50,5,15,0
8220,30,50,10,0,10
8221,30,50,10,5,5
8222,30,50,10,10,0
8223,30,50,15,0,5
8224,30,50,15,5,0
8225,30,50,20,0,0
8226,30,55,0,0,15
8227,30,55,0,5,10
8228,30,55,0,10,5
8229,30,55,0,15,0
8230,30,55,5,0,10
8231,30,55,5,5,5
8232,30,55,5,10,0
8233,30,55,10,0,5
8234,30,55,10,5,0
8235,30,55,15,0,0
8236,30,60,0,0,10
8237,30,60,0,5,5
8238,30,60,0,10,0
8239,30,60,5,0,5
8240,30,60,5,5,0
8241,30,60,10,0,0
8242,30,65,0,0,5
8243,30,65,0,5,0
8244,30,65,5,0,0
8245,30,70,0,0,0
8246,35,0,0,0,65
8247,35,0,0,5,60
8248,35,0,0,10,55
8249,35,0,0,15,50
8250,35,0,0,20,45
8251,35,0,0,25,40
8252,35,0,0,30,35
8253,35,0,0,35,30
8254,35,0,0,40,25
8255,35,0,0,45,20
8256,35,0,0,50,15
8257,35,0,0,55,10
8258,35,0,0,60,5
8259,35,0,0,65,0
8260,35,0,5,0,60
8261,35,0,5,5,55
8262,35,0,5,10,50
8263,35,0,5,15,45
8264,35,0,5,20,40
8265,35,0,5,25,35
8266,35,0,5,30,30
8267,35,0,5,35,25
8268,35,0,5,40,20
8269,35,0,5,45,15
8270,35,0,5,50,10
8271,35,0,5,55,5
8272,35,0,5,60,0
8273,35,0,10,0,55
8274,35,0,10,5,50
8275,35,0,10,10,45
8276,35,0,10,15,40
8277,35,0,10,20,35
8278,35,0,10,25,30
8279,35,0,10,30,25
8280,35,0,10,35,20
8281,35,0,10,40,15
8282,35,0,10,45,10
8283,35,0,10,50,5
8284,35,0,10,55,0
8285,35,0,15,0,50
8286,35,0,15,5,45
8287,35,0,15,10,40
8288,35,0,15,15,35
8289,35,0,15,20,30
8290,35,0,15,25,25
8291,35,0,15,30,20
8292,35,0,15,35,15
8293,35,0,15,40,10
8294,35,0,15,45,5
8295,35,0,15,50,0
8296,35,0,20,0,45
8297,35,0,20,5,40
8298,35,0,20,10,35
8299,35,0,20,15,30
8300,35,0,20,20,25
8301,35,0,20,25,20
8302,35,0,20,30,15
8303,35,0,20,35,10
8304,35,0,20,40,5
8305,35,0,20,45,0
8306,35,0,25,0,40
8307,35,0,25,5,35
8308,35,0,25,10,30
8309,35,0,25,15,25
8310,35,0,25,20,20
8311,35,0,25,25,15
8312,35,0,25,30,10
8313,35,0,25,35,5
8314,35,0,25,40,0
8315,35,0,30,0,35
8316,35,0,30,5,30
8317,35,0,30,10,25
8318,35,0,30,15,20
8319,35,0,30,20,15
8320,35,0,30,25,10
8321,35,0,30,30,5
8322,35,0,30,35,0
8323,35,0,35,0,30
8324,35,0,35,5,25
8325,35,0,35,10,20
8326,35,0,35,15,15
8327,35,0,35,20,10
8328,35,0,35,25,5
8329,35,0,35,30,0
8330,35,0,40,0,25
8331,35,0,40,5,20
8332,35,0,40,10,15
8333,35,0,40,15,10
8334,35,0,40,20,5
8335,35,0,40,25,0
8336,35,0,45,0,20
8337,35,0,45,5,15
8338,35,0,45,10,10
8339,35,0,45,15,5
8340,35,0,45,20,0
8341,35,0,50,0,15
8342,35,0,50,5,10
8343,35,0,50,10,5
8344,35,0,50,15,0
8345,35,0,55,0,10
8346,35,0,55,5,5
8347,35,0,55,10,0
8348,35,0,60,0,5
8349,35,0,60,5,0
8350,35,0,65,0,0
8351,35,5,0,0,60
8352,35,5,0,5,55
8353,35,5,0,10,50
8354,35,5,0,15,45
8355,35,5,0,20,40
8356,35,5,0,25,35
8357,35,5,0,30,30
8358,35,5,0,35,25
8359,35,5,0,40,20
8360,35,5,0,45,15
8361,35,5,0,50,10
8362,35,5,0,55,5
8363,35,5,0,60,0
8364,35,5,5,0,55
8365,35,5,5,5,50
8366,35,5,5,10,45
8367,35,5,5,15,40
8368,35,5,5,20,35
8369,35,5,5,25,30
8370,35,5,5,30,25
8371,35,5,5,35,20
8372,35,5,5,40,15
8373,35,5,5,45,10
8374,35,5,5,50,5
8375,35,5,5,55,0
8376,35,5,10,0,50
8377,35,5,10,5,45
8378,35,5,10,10,40
8379,35,5,10,15,35
8380,35,5,10,20,30
8381,35,5,10,25,25
8382,35,5,10,30,20
8383,35,5,10,35,15
8384,35,5,10,40,10
8385,35,5,10,45,5
8386,35,5,10,50,0
8387,35,5,15,0,45
8388,35,5,15,5,40
8389,35,5,15,10,35
8390,35,5,15,15,30
8391,35,5,15,20,25
8392,35,5,15,25,20
8393,35,5,15,30,15
8394,35,5,15,35,10
8395,35,5,15,40,5
8396,35,5,15,45,0
8397,35,5,20,0,40
8398,35,5,20,5,35
8399,35,5,20,10,30
8400,35,5,20,15,25
8401,35,5,20,20,20
8402,35,5,20,25,15
8403,35,5,20,30,10
8404,35,5,20,35,5
8405,35,5,20,40,0
8406,35,5,25,0,35
8407,35,5,25,5,30
8408,35,5,25,10,25
8409,35,5,25,15,20
8410,35,5,25,20,15
8411,35,5,25,25,10
8412,35,5,25,30,5
8413,35,5,25,35,0
8414,35,5,30,0,30
8415,35,5,30,5,25
8416,35,5,30,10,20
8417,35,5,30,15,15
8418,35,5,30,20,10
8419,35,5,30,25,5
8420,35,5,30,30,0
8421,35,5,35,0,25
8422,35,5,35,5,20
8423,35,5,35,10,15
8424,35,5,35,15,10
8425,35,5,35,20,5
8426,35,5,35,25,0
8427,35,5,40,0,20
8428,35,5,40,5,15
8429,35,5,40,10,10
8430,35,5,40,15,5
8431,35,5,40,20,0
8432,35,5,45,0,15
8433,35,5,45,5,10
8434,35,5,45,10,5
8435,35,5,45,15,0
8436,35,5,50,0,10
8437,35,5,50,5,5
8438,35,5,50,10,0
8439,35,5,55,0,5
8440,35,5,55,5,0
8441,35,5,60,0,0
8442,35,10,0,0,55
8443,35,10,0,5,50
8444,35,10,0,10,45
8445,35,10,0,15,40
8446,35,10,0,20,35
8447,35,10,0,25,30
8448,35,10,0,30,25
8449,35,10,0,35,20
8450,35,10,0,40,15
8451,35,10,0,45,10
8452,35,10,0,50,5
8453,35,10,0,55,0
8454,35,10,5,0,50
8455,35,10,5,5,45
8456,35,10,5,10,40
8457,35,10,5,15,35
8458,35,10,5,20,30
8459,35,10,5,25,25
8460,35,10,5,30,20
8461,35,10,5,35,15
8462,35,10,5,40,10
8463,35,10,5,45,5
8464,35,10,5,50,0
8465,35,10,10,0,45
8466,35,10,10,5,40
8467,35,10,10,10,35
8468,35,10,10,15,30
8469,35,10,10,20,25
8470,35,10,10,25,20
8471,35,10,10,30,15
8472,35,10,10,35,10
8473,35,10,10,40,5
8474,35,10,10,45,0
8475,35,10,15,0,40
8476,35,10,15,5,35
8477,35,10,15,10,30
8478,35,10,15,15,25
8479,35,10,15,20,20
8480,35,10,15,25,15
8481,35,10,15,30,10
8482,35,10,15,35,5
8483,35,10,15,40,0
8484,35,10,20,0,35
8485,35,10,20,5,30
8486,35,10,20,10,25
8487,35,10,20,15,20
8488,35,10,20,20,15
8489,35,10,20,25,10
8490,35,10,20,30,5
8491,35,10,20,35,0
8492,35,10,25,0,30
8493,35,10,25,5,25
8494,35,10,25,10,20
8495,35,10,25,15,15
8496,35,10,25,20,10
8497,35,10,25,25,5
8498,35,10,25,30,0
8499,35,10,30,0,25
8500,35,10,30,5,20
8501,35,10,30,10,15
8502,35,10,30,15,10
8503,35,10,30,20,5
8504,35,10,30,25,0
8505,35,10,35,0,20
8506,35,10,35,5,15
8507,35,10,35,10,10
8508,35,10,35,15,5
8509,35,10,35,20,0
8510,35,10,40,0,15
8511,35,10,40,5,10
8512,35,10,40,10,5
8513,35,10,40,15,0
8514,35,10,45,0,10
8515,35,10,45,5,5
8516,35,10,45,10,0
8517,35,10,50,0,5
8518,35,10,50,5,0
8519,35,10,55,0,0
8520,35,15,0,0,50
8521,35,15,0,5,45
8522,35,15,0,10,40
8523,35,15,0,15,35
8524,35,15,0,20,30
8525,35,15,0,25,25
8526,35,15,0,30,20
8527,35,15,0,35,15
8528,35,15,0,40,10
8529,35,15,0,45,5
8530,35,15,0,50,0
8531,35,15,5,0,45
8532,35,15,5,5,40
8533,35,15,5,10,35
8534,35,15,5,15,30
8535,35,15,5,20,25
8536,35,15,5,25,20
8537,35,15,5,30,15
8538,35,15,5,35,10
8539,35,15,5,40,5
8540,35,15,5,45,0
8541,35,15,10,0,40
8542,35,15,10,5,35
8543,35,15,10,10,30
8544,35,15,10,15,25
8545,35,15,10,20,20
8546,35,15,10,25,15
8547,35,15,10,30,10
8548,35,15,10,35,5
8549,35,15,10,40,0
8550,35,15,15,0,35
8551,35,15,15,5,30
8552,35,15,15,10,25
8553,35,15,15,15,20
8554,35,15,15,20,15
8555,35,15,15,25,10
8556,35,15,15,30,5
8557,35,15,15,35,0
8558,35,15,20,0,30
8559,35,15,20,5,25
8560,35,15,20,10,20
8561,35,15,20,15,15
8562,35,15,20,20,10
8563,35,15,20,25,5
8564,35,15,20,30,0
8565,35,15,25,0,25
8566,35,15,25,5,20
8567,35,15,25,10,15
8568,35,15,25,15,10
8569,35,15,25,20,5
8570,35,15,25,25,0
8571,35,15,30,0,20
8572,35,15,30,5,15
8573,35,15,30,10,10
8574,35,15,30,15,5
8575,35,15,30,20,0
8576,35,15,35,0,15
8577,35,15,35,5,10
8578,35,15,35,10,5
8579,35,15,35,15,0
8580,35,15,40,0,10
8581,35,15,40,5,5
8582,35,15,40,10,0
8583,35,15,45,0,5
8584,35,15,45,5,0
8585,35,15,50,0,0
8586,35,20,0,0,45
8587,35,20,0,5,40
8588,35,20,0,10,35
8589,35,20,0,15,30
8590,35,20,0,20,25
8591,35,20,0,25,20
8592,35,20,0,30,15
8593,35,20,0,35,10
8594,35,20,0,40,5
8595,35,20,0,45,0
8596,35,20,5,0,40
8597,35,20,5,5,35
8598,35,20,5,10,30
8599,35,20,5,15,25
8600,35,20,5,20,20
8601,35,20,5,25,15
8602,35,20,5,30,10
8603,35,20,5,35,5
8604,35,20,5,40,0
8605,35,20,10,0,35
8606,35,20,10,5,30
8607,35,20,10,10,25
8608,35,20,10,15,20
8609,35,20,10,20,15
8610,35,20,10,25,10
8611,35,20,10,30,5
8612,35,20,10,35,0
8613,35,20,15,0,30
8614,35,20,15,5,25
8615,35,20,15,10,20
8616,35,20,15,15,15
8617,35,20,15,20,10
8618,35,20,15,25,5
8619,35,20,15,30,0
8620,35,20,20,0,25
8621,35,20,20,5,20
8622,35,20,20,10,15
8623,35,20,20,15,10
8624,35,20,20,20,5
8625,35,20,20,25,0
8626,35,20,25,0,20
8627,35,20,25,5,15
8628,35,20,25,10,10
8629,35,20,25,15,5
8630,35,20,25,20,0
8631,35,20,30,0,15
8632,35,20,30,5,10
8633,35,20,30,10,5
8634,35,20,30,15,0
8635,35,20,35,0,10
8636,35,20,35,5,5
8637,35,20,35,10,0
8638,35,20,40,0,5
8639,35,20,40,5,0
8640,35,20,45,0,0
8641,35,25,0,0,40
8642,35,25,0,5,35
8643,35,25,0,10,30
8644,35,25,0,15,25
8645,35,25,0,20,20
8646,35,25,0,25,15
8647,35,25,0,30,10
8648,35,25,0,35,5
8649,35,25,0,40,0
8650,35,25,5,0,35
8651,35,25,5,5,30
8652,35,25,5,10,25
8653,35,25,5,15,20
8654,35,25,5,20,15
8655,35,25,5,25,10
8656,35,25,5,30,5
8657,35,25,5,35,0
8658,35,25,10,0,30
8659,35,25,10,5,25
8660,35,25,10,10,20
8661,35,25,10,15,15
8662,35,25,10,20,10
8663,35,25,10,25,5
8664,35,25,10,30,0
8665,35,25,15,0,25
8666,35,25,15,5,20
8667,35,25,15,10,15
8668,35,25,15,15,10
8669,35,25,15,20,5
8670,35,25,15,25,0
8671,35,25,20,0,20
8672,35,25,20,5,15
8673,35,25,20,10,10
8674,35,25,20,15,5
8675,35,25,20,20,0
8676,35,25,25,0,15
8677,35,25,25,5,10
8678,35,25,25,10,5
8679,35,25,25,15,0
8680,35,25,30,0,10
8681,35,25,30,5,5
8682,35,25,30,10,0
8683,35,25,35,0,5
8684,35,25,35,5,0
8685,35,25,40,0,0
8686,35,30,0,0,35
8687,35,30,0,5,30
8688,35,30,0,10,25
8689,35,30,0,15,20
8690,35,30,0,20,15
8691,35,30,0,25,10
8692,35,30,0,30,5
8693,35,30,0,35,0
8694,35,30,5,0,30
8695,35,30,5,5,25
8696,35,30,5,10,20
8697,35,30,5,15,15
8698,35,30,5,20,10
8699,35,30,5,25,5
8700,35,30,5,30,0
8701,35,30,10,0,25
8702,35,30,10,5,20
8703,35,30,10,10,15
8704,35,30,10,15,10
8705,35,30,10,20,5
8706,35,30,10,25,0
8707,35,30,15,0,20
8708,35,30,15,5,15
8709,35,30,15,10,10
8710,35,30,15,15,5
8711,35,30,15,20,0
8712,35,30,20,0,15
8713,35,30,20,5,10
8714,35,30,20,10,5
8715,35,30,20,15,0
8716,35,30,25,0,10
8717,35,30,25,5,5
8718,35,30,25,10,0
8719,35,30,30,0,5
8720,35,30,30,5,0
8721,35,30,35,0,0
8722,35,35,0,0,30
8723,35,35,0,5,25
8724,35,35,0,10,20
8725,35,35,0,15,15
8726,35,35,0,20,10
8727,35,35,0,25,5
8728,35,35,0,30,0
8729,35,35,5,0,25
8730,35,35,5,5,20
8731,35,35,5,10,15
8732,35,35,5,15,10
8733,35,35,5,20,5
8734,35,35,5,25,0
8735,35,35,10,0,20
8736,35,35,10,5,15
8737,35,35,10,10,10
8738,35,35,10,15,5
8739,35,35,10,20,0
8740,35,35,15,0,15
8741,35,35,15,5,10
8742,35,35,15,10,5
8743,35,35,15,15,0
8744,35,35,20,0,10
8745,35,35,20,5,5
8746,35,35,20,10,0
8747,35,35,25,0,5
8748,35,35,25,5,0
8749,35,35,30,0,0
8750,35,40,0,0,25
8751,35,40,0,5,20
8752,35,40,0,10,15
8753,35,40,0,15,10
8754,35,40,0,20,5
8755,35,40,0,25,0
8756,35,40,5,0,20
8757,35,40,5,5,15
8758,35,40,5,10,10
8759,35,40,5,15,5
8760,35,40,5,20,0
8761,35,40,10,0,15
8762,35,40,10,5,10
8763,35,40,10,10,5
8764,35,40,10,15,0
8765,35,40,15,0,10
8766,35,40,15,5,5
8767,35,40,15,10,0
8768,35,40,20,0,5
8769,35,40,20,5,0
8770,35,40,25,0,0
8771,35,45,0,0,20
8772,35,45,0,5,15
8773,35,45,0,10,10
8774,35,45,0,15,5
8775,35,45,0,20,0
8776,35,45,5,0,15
8777,35,45,5,5,10
8778,35,45,5,10,5
8779,35,45,5,15,0
8780,35,45,10,0,10
8781,35,45,10,5,5
8782,35,45,10,10,0
8783,35,45,15,0,5
8784,35,45,15,5,0
8785,35,45,20,0,0
8786,35,50,0,0,15
8787,35,50,0,5,10
8788,35,50,0,10,5
8789,35,50,0,15,0
8790,35,50,5,0,10
8791,35,50,5,5,5
8792,35,50,5,10,0
8793,35,50,10,0,5
8794,35,50,10,5,0
8795,35,50,15,0,0
8796,35,55,0,0,10
8797,35,55,0,5,5
8798,35,55,0,10,0
8799,35,55,5,0,5
8800,35,55,5,5,0
8801,35,55,10,0,0
8802,35,60,0,0,5
8803,35,60,0,5,0
8804,35,60,5,0,0
8805,35,65,0,0,0
8806,40,0,0,0,60
8807,40,0,0,5,55
8808,40,0,0,10,50
8809,40,0,0,15,45
8810,40,0,0,20,40
8811,40,0,0,25,35
8812,40,0,0,30,30
8813,40,0,0,35,25
8814,40,0,0,40,20
8815,40,0,0,45,15
8816,40,0,0,50,10
8817,40,0,0,55,5
8818,40,0,0,60,0
8819,40,0,5,0,55
8820,40,0,5,5,50
8821,40,0,5,10,45
8822,40,0,5,15,40
8823,40,0,5,20,35
8824,40,0,5,25,30
8825,40,0,5,30,25
8826,40,0,5,35,20
8827,40,0,5,40,15
8828,40,0,5,45,10
8829,40,0,5,50,5
8830,40,0,5,55,0
8831,40,0,10,0,50
8832,40,0,10,5,45
8833,40,0,10,10,40
8834,40,0,10,15,35
8835,40,0,10,20,30
8836,40,0,10,25,25
8837,40,0,10,30,20
8838,40,0,10,35,15
8839,40,0,10,40,10
8840,40,0,10,45,5
8841,40,0,10,50,0
8842,40,0,15,0,45
8843,40,0,15,5,40
8844,40,0,15,10,35
8845,40,0,15,15,30
8846,40,0,15,20,25
8847,40,0,15,25,20
8848,40,0,15,30,15
8849,40,0,15,35,10
8850,40,0,15,40,5
8851,40,0,15,45,0
8852,40,0,20,0,40
8853,40,0,20,5,35
8854,40,0,20,10,30
8855,40,0,20,15,25
8856,40,0,20,20,20
8857,40,0,20,25,15
8858,40,0,20,30,10
8859,40,0,20,35,5
8860,40,0,20,40,0
8861,40,0,25,0,35
8862,40,0,25,5,30
8863,40,0,25,10,25
8864,40,0,25,15,20
8865,40,0,25,20,15
8866,40,0,25,25,10
8867,40,0,25,30,5
8868,40,0,25,35,0
8869,40,0,30,0,30
8870,40,0,30,5,25
8871,40,0,30,10,20
8872,40,0,30,15,15
8873,40,0,30,20,10
8874,40,0,30,25,5
8875,40,0,30,30,0
8876,40,0,35,0,25
8877,40,0,35,5,20
8878,40,0,35,10,15
8879,40,0,35,15,10
8880,40,0,35,20,5
8881,40,0,35,25,0
8882,40,0,40,0,20
8883,40,0,40,5,15
8884,40,0,40,10,10
8885,40,0,40,15,5
8886,40,0,40,20,0
8887,40,0,45,0,15
8888,40,0,45,5,10
8889,40,0,45,10,5
8890,40,0,45,15,0
8891,40,0,50,0,10
8892,40,0,50,5,5
8893,40,0,50,10,0
8894,40,0,55,0,5
8895,40,0,55,5,0
8896,40,0,60,0,0
8897,40,5,0,0,55
8898,40,5,0,5,50
8899,40,5,0,10,45
8900,40,5,0,15,40
8901,40,5,0,20,35
8902,40,5,0,25,30
8903,40,5,0,30,25
8904,40,5,0,35,20
8905,40,5,0,40,15
8906,40,5,0,45,10
8907,40,5,0,50,5
8908,40,5,0,55,0
8909,40,5,5,0,50
8910,40,5,5,5,45
8911,40,5,5,10,40
8912,40,5,5,15,35
8913,40,5,5,20,30
8914,40,5,5,25,25
8915,40,5,5,30,20
8916,40,5,5,35,15
8917,40,5,5,40,10
8918,40,5,5,45,5
8919,40,5,5,50,0
8920,40,5,10,0,45
8921,40,5,10,5,40
8922,40,5,10,10,35
8923,40,5,10,15,30
8924,40,5,10,20,25
8925,40,5,10,25,20
8926,40,5,10,30,15
8927,40,5,10,35,10
8928,40,5,10,40,5
8929,40,5,10,45,0
8930,40,5,15,0,40
8931,40,5,15,5,35
8932,40,5,15,10,30
8933,40,5,15,15,25
8934,40,5,15,20,20
8935,40,5,15,25,15
8936,40,5,15,30,10
8937,40,5,15,35,5
8938,40,5,15,40,0
8939,40,5,20,0,35
8940,40,5,20,5,30
8941,40,5,20,10,25
8942,40,5,20,15,20
8943,40,5,20,20,15
8944,40,5,20,25,10
8945,40,5,20,30,5
8946,40,5,20,35,0
8947,40,5,25,0,30
8948,40,5,25,5,25
8949,40,5,25,10,20
8950,40,5,25,15,15
8951,40,5,25,20,10
8952,40,5,25,25,5
8953,40,5,25,30,0
8954,40,5,30,0,25
8955,40,5,30,5,20
8956,40,5,30,10,15
8957,40,5,30,15,10
8958,40,5,30,20,5
8959,40,5,30,25,0
8960,40,5,35,0,20
8961,40,5,35,5,15
8962,40,5,35,10,10
8963,40,5,35,15,5
8964,40,5,35,20,0
8965,40,5,40,0,15
8966,40,5,40,5,10
8967,40,5,40,10,5
8968,40,5,40,15,0
8969,40,5,45,0,10
8970,40,5,45,5,5
8971,40,5,45,10,0
8972,40,5,50,0,5
8973,40,5,50,5,0
8974,40,5,55,0,0
8975,40,10,0,0,50
8976,40,10,0,5,45
8977,40,10,0,10,40
8978,40,10,0,15,35
8979,40,10,0,20,30
8980,40,10,0,25,25
8981,40,10,0,30,20
8982,40,10,0,35,15
8983,40,10,0,40,10
8984,40,10,0,45,5
8985,40,10,0,50,0
8986,40,10,5,0,45
8987,40,10,5,5,40
8988,40,10,5,10,35
8989,40,10,5,15,30
8990,40,10,5,20,25
8991,40,10,5,25,20
8992,40,10,5,30,15
8993,40,10,5,35,10
8994,40,10,5,40,5
8995,40,10,5,45,0
8996,40,10,10,0,40
8997,40,10,10,5,35
8998,40,10,10,10,30
8999,40,10,10,15,25
9000,40,10,10,20,20
9001,40,10,10,25,15
9002,40,10,10,30,10
9003,40,10,10,35,5
9004,40,10,10,40,0
9005,40,10,15,0,35
9006,40,10,15,5,30
9007,40,10,15,10,25
9008,40,10,15,15,20
9009,40,10,15,20,15
9010,40,10,15,25,10
9011,40,10,15,30,5
9012,40,10,15,35,0
9013,40,10,20,0,30
9014,40,10,20,5,25
9015,40,10,20,10,20
9016,40,10,20,15,15
9017,40,10,20,20,10
9018,40,10,20,25,5
9019,40,10,20,30,0
9020,40,10,25,0,25
9021,40,10,25,5,20
9022,40,10,25,10,15
9023,40,10,25,15,10
9024,40,10,25,20,5
9025,40,10,25,25,0
9026,40,10,30,0,20
9027,40,10,30,5,15
9028,40,10,30,10,10
9029,40,10,30,15,5
9030,40,10,30,20,0
9031,40,10,35,0,15
9032,40,10,35,5,10
9033,40,10,35,10,5
9034,40,10,35,15,0
9035,40,10,40,0,10
9036,40,10,40,5,5
9037,40,10,40,10,0
9038,40,10,45,0,5
9039,40,10,45,5,0
9040,40,10,50,0,0
9041,40,15,0,0,45
9042,40,15,0,5,40
9043,40,15,0,10,35
9044,40,15,0,15,30
9045,40,15,0,20,25
9046,40,15,0,25,20
9047,40,15,0,30,15
9048,40,15,0,35,10
9049,40,15,0,40,5
9050,40,15,0,45,0
9051,40,15,5,0,40
9052,40,15,5,5,35
9053,40,15,5,10,30
9054,40,15,5,15,25
9055,40,15,5,20,20
9056,40,15,5,25,15
9057,40,15,5,30,10
9058,40,15,5,35,5
9059,40,15,5,40,0
9060,40,15,10,0,35
9061,40,15,10,5,30
9062,40,15,10,10,25
9063,40,15,10,15,20
9064,40,15,10,20,15
9065,40,15,10,25,10
9066,40,15,10,30,5
9067,40,15,10,35,0
9068,40,15,15,0,30
9069,40,15,15,5,25
9070,40,15,15,10,20
9071,40,15,15,15,15
9072,40,15,15,20,10
9073,40,15,15,25,5
9074,40,15,15,30,0
9075,40,15,20,0,25
9076,40,15,20,5,20
9077,40,15,20,10,15
9078,40,15,20,15,10
9079,40,15,20,20,5
9080,40,15,20,25,0
9081,40,15,25,0,20
9082,40,15,25,5,15
9083,40,15,25,10,10
9084,40,15,25,15,5
9085,40,15,25,20,0
9086,40,15,30,0,15
9087,40,15,30,5,10
9088,40,15,30,10,5
9089,40,15,30,15,0
9090,40,15,35,0,10
9091,40,15,35,5,5
9092,40,15,35,10,0
9093,40,15,40,0,5
9094,40,15,40,5,0
9095,40,15,45,0,0
9096,40,20,0,0,40
9097,40,20,0,5,35
9098,40,20,0,10,30
9099,40,20,0,15,25
9100,40,20,0,20,20
