,ST,CB,PB,GO,CA
2486,5,15,65,5,10
2487,5,15,65,10,5
2488,5,15,65,15,0
2489,5,15,70,0,10
2490,5,15,70,5,5
2491,5,15,70,10,0
2492,5,15,75,0,5
2493,5,15,75,5,0
2494,5,15,80,0,0
2495,5,20,0,0,75
2496,5,20,0,5,70
2497,5,20,0,10,65
2498,5,20,0,15,60
2499,5,20,0,20,55
2500,5,20,0,25,50
2501,5,20,0,30,45
2502,5,20,0,35,40
2503,5,20,0,40,35
2504,5,20,0,45,30
2505,5,20,0,50,25
2506,5,20,0,55,20
2507,5,20,0,60,15
2508,5,20,0,65,10
2509,5,20,0,70,5
2510,5,20,0,75,0
2511,5,20,5,0,70
2512,5,20,5,5,65
2513,5,20,5,10,60
2514,5,20,5,15,55
2515,5,20,5,20,50
2516,5,20,5,25,45
2517,5,20,5,30,40
2518,5,20,5,35,35
2519,5,20,5,40,30
2520,5,20,5,45,25
2521,5,20,5,50,20
2522,5,20,5,55,15
2523,5,20,5,60,10
2524,5,20,5,65,5
2525,5,20,5,70,0
2526,5,20,10,0,65
2527,5,20,10,5,60
2528,5,20,10,10,55
2529,5,20,10,15,50
2530,5,20,10,20,45
2531,5,20,10,25,40
2532,5,20,10,30,35
2533,5,20,10,35,30
2534,5,20,10,40,25
2535,5,20,10,45,20
2536,5,20,10,50,15
2537,5,20,10,55,10
2538,5,20,10,60,5
2539,5,20,10,65,0
2540,5,20,15,0,60
2541,5,20,15,5,55
2542,5,20,15,10,50
2543,5,20,15,15,45
2544,5,20,15,20,40
2545,5,20,15,25,35
2546,5,20,15,30,30
2547,5,20,15,35,25
2548,5,20,15,40,20
2549,5,20,15,45,15
2550,5,20,15,50,10
2551,5,20,15,55,5
2552,5,20,15,60,0
2553,5,20,20,0,55
2554,5,20,20,5,50
2555,5,20,20,10,45
2556,5,20,20,15,40
2557,5,20,20,20,35
2558,5,20,20,25,30
2559,5,20,20,30,25
2560,5,20,20,35,20
2561,5,20,20,40,15
2562,5,20,20,45,10
2563,5,20,20,50,5
2564,5,20,20,55,0
2565,5,20,25,0,50
2566,5,20,25,5,45
2567,5,20,25,10,40
2568,5,20,25,15,35
2569,5,20,25,20,30
2570,5,20,25,25,25
2571,5,20,25,30,20
2572,5,20,25,35,15
2573,5,20,25,40,10
2574,5,20,25,45,5
2575,5,20,25,50,0
2576,5,20,30,0,45
2577,5,20,30,5,40
2578,5,20,30,10,35
2579,5,20,30,15,30
2580,5,20,30,20,25
2581,5,20,30,25,20
2582,5,20,30,30,15
2583,5,20,30,35,10
2584,5,20,30,40,5
2585,5,20,30,45,0
2586,5,20,35,0,40
2587,5,20,35,5,35
2588,5,20,35,10,30
2589,5,20,35,15,25
2590,5,20,35,20,20
2591,5,20,35,25,15
2592,5,20,35,30,10
2593,5,20,35,35,5
2594,5,20,35,40,0
2595,5,20,40,0,35
2596,5,20,40,5,30
2597,5,20,40,10,25
2598,5,20,40,15,20
2599,5,20,40,20,15
2600,5,20,40,25,10
2601,5,20,40,30,5
2602,5,20,40,35,0
2603,5,20,45,0,30
2604,5,20,45,5,25
2605,5,20,45,10,20
2606,5,20,45,15,15
2607,5,20,45,20,10
2608,5,20,45,25,5
2609,5,20,45,30,0
2610,5,20,50,0,25
2611,5,20,50,5,20
2612,5,20,50,10,15
2613,5,20,50,15,10
2614,5,20,50,20,5
2615,5,20,50,25,0
2616,5,20,55,0,20
2617,5,20,55,5,15
2618,5,20,55,10,10
2619,5,20,55,15,5
2620,5,20,55,20,0
2621,5,20,60,0,15
2622,5,20,60,5,10
2623,5,20,60,10,5
2624,5,20,60,15,0
2625,5,20,65,0,10
2626,5,20,65,5,5
2627,5,20,65,10,0
2628,5,20,70,0,5
2629,5,20,70,5,0
2630,5,20,75,0,0
2631,5,25,0,0,70
2632,5,25,0,5,65
2633,5,25,0,10,60
2634,5,25,0,15,55
2635,5,25,0,20,50
2636,5,25,0,25,45
2637,5,25,0,30,40
2638,5,25,0,35,35
2639,5,25,0,40,30
2640,5,25,0,45,25
2641,5,25,0,50,20
2642,5,25,0,55,15
2643,5,25,0,60,10
2644,5,25,0,65,5
2645,5,25,0,70,0
2646,5,25,5,0,65
2647,5,25,5,5,60
2648,5,25,5,10,55
2649,5,25,5,15,50
2650,5,25,5,20,45
2651,5,25,5,25,40
2652,5,25,5,30,35
2653,5,25,5,35,30
2654,5,25,5,40,25
2655,5,25,5,45,20
2656,5,25,5,50,15
2657,5,25,5,55,10
2658,5,25,5,60,5
2659,5,25,5,65,0
2660,5,25,10,0,60
2661,5,25,10,5,55
2662,5,25,10,10,50
2663,5,25,10,15,45
2664,5,25,10,20,40
2665,5,25,10,25,35
2666,5,25,10,30,30
2667,5,25,10,35,25
2668,5,25,10,40,20
2669,5,25,10,45,15
2670,5,25,10,50,10
2671,5,25,10,55,5
2672,5,25,10,60,0
2673,5,25,15,0,55
2674,5,25,15,5,50
2675,5,25,15,10,45
2676,5,25,15,15,40
2677,5,25,15,20,35
2678,5,25,15,25,30
2679,5,25,15,30,25
2680,5,25,15,35,20
2681,5,25,15,40,15
2682,5,25,15,45,10
2683,5,25,15,50,5
2684,5,25,15,55,0
2685,5,25,20,0,50
2686,5,25,20,5,45
2687,5,25,20,10,40
2688,5,25,20,15,35
2689,5,25,20,20,30
2690,5,25,20,25,25
2691,5,25,20,30,20
2692,5,25,20,35,15
2693,5,25,20,40,10
2694,5,25,20,45,5
2695,5,25,20,50,0
2696,5,25,25,0,45
2697,5,25,25,5,40
2698,5,25,25,10,35
2699,5,25,25,15,30
2700,5,25,25,20,25
2701,5,25,25,25,20
2702,5,25,25,30,15
2703,5,25,25,35,10
2704,5,25,25,40,5
2705,5,25,25,45,0
2706,5,25,30,0,40
2707,5,25,30,5,35
2708,5,25,30,10,30
2709,5,25,30,15,25
2710,5,25,30,20,20
2711,5,25,30,25,15
2712,5,25,30,30,10
2713,5,25,30,35,5
2714,5,25,30,40,0
2715,5,25,35,0,35
2716,5,25,35,5,30
2717,5,25,35,10,25
2718,5,25,35,15,20
2719,5,25,35,20,15
2720,5,25,35,25,10
2721,5,25,35,30,5
2722,5,25,35,35,0
2723,5,25,40,0,30
2724,5,25,40,5,25
2725,5,25,40,10,20
2726,5,25,40,15,15
2727,5,25,40,20,10
2728,5,25,40,25,5
2729,5,25,40,30,0
2730,5,25,45,0,25
2731,5,25,45,5,20
2732,5,25,45,10,15
2733,5,25,45,15,10
2734,5,25,45,20,5
2735,5,25,45,25,0
2736,5,25,50,0,20
2737,5,25,50,5,15
2738,5,25,50,10,10
2739,5,25,50,15,5
2740,5,25,50,20,0
2741,5,25,55,0,15
2742,5,25,55,5,10
2743,5,25,55,10,5
2744,5,25,55,15,0
2745,5,25,60,0,10
2746,5,25,60,5,5
2747,5,25,60,10,0
2748,5,25,65,0,5
2749,5,25,65,5,0
2750,5,25,70,0,0
2751,5,30,0,0,65
2752,5,30,0,5,60
2753,5,30,0,10,55
2754,5,30,0,15,50
2755,5,30,0,20,45
2756,5,30,0,25,40
2757,5,30,0,30,35
2758,5,30,0,35,30
2759,5,30,0,40,25
2760,5,30,0,45,20
2761,5,30,0,50,15
2762,5,30,0,55,10
2763,5,30,0,60,5
2764,5,30,0,65,0
2765,5,30,5,0,60
2766,5,30,5,5,55
2767,5,30,5,10,50
2768,5,30,5,15,45
2769,5,30,5,20,40
2770,5,30,5,25,35
2771,5,30,5,30,30
2772,5,30,5,35,25
2773,5,30,5,40,20
2774,5,30,5,45,15
2775,5,30,5,50,10
2776,5,30,5,55,5
2777,5,30,5,60,0
2778,5,30,10,0,55
2779,5,30,10,5,50
2780,5,30,10,10,45
2781,5,30,10,15,40
2782,5,30,10,20,35
2783,5,30,10,25,30
2784,5,30,10,30,25
2785,5,30,10,35,20
2786,5,30,10,40,15
2787,5,30,10,45,10
2788,5,30,10,50,5
2789,5,30,10,55,0
2790,5,30,15,0,50
2791,5,30,15,5,45
2792,5,30,15,10,40
2793,5,30,15,15,35
2794,5,30,15,20,30
2795,5,30,15,25,25
2796,5,30,15,30,20
2797,5,30,15,35,15
2798,5,30,15,40,10
2799,5,30,15,45,5
2800,5,30,15,50,0
2801,5,30,20,0,45
2802,5,30,20,5,40
2803,5,30,20,10,35
2804,5,30,20,15,30
2805,5,30,20,20,25
2806,5,30,20,25,20
2807,5,30,20,30,15
2808,5,30,20,35,10
2809,5,30,20,40,5
2810,5,30,20,45,0
2811,5,30,25,0,40
2812,5,30,25,5,35
2813,5,30,25,10,30
2814,5,30,25,15,25
2815,5,30,25,20,20
2816,5,30,25,25,15
2817,5,30,25,30,10
2818,5,30,25,35,5
2819,5,30,25,40,0
2820,5,30,30,0,35
2821,5,30,30,5,30
2822,5,30,30,10,25
2823,5,30,30,15,20
2824,5,30,30,20,15
2825,5,30,30,25,10
2826,5,30,30,30,5
2827,5,30,30,35,0
2828,5,30,35,0,30
2829,5,30,35,5,25
2830,5,30,35,10,20
2831,5,30,35,15,15
2832,5,30,35,20,10
2833,5,30,35,25,5
2834,5,30,35,30,0
2835,5,30,40,0,25
2836,5,30,40,5,20
2837,5,30,40,10,15
2838,5,30,40,15,10
2839,5,30,40,20,5
2840,5,30,40,25,0
2841,5,30,45,0,20
2842,5,30,45,5,15
2843,5,30,45,10,10
2844,5,30,45,15,5
2845,5,30,45,20,0
2846,5,30,50,0,15
2847,5,30,50,5,10
2848,5,30,50,10,5
2849,5,30,50,15,0
2850,5,30,55,0,10
2851,5,30,55,5,5
2852,5,30,55,10,0
2853,5,30,60,0,5
2854,5,30,60,5,0
2855,5,30,65,0,0
2856,5,35,0,0,60
2857,5,35,0,5,55
2858,5,35,0,10,50
2859,5,35,0,15,45
2860,5,35,0,20,40
2861,5,35,0,25,35
2862,5,35,0,30,30
2863,5,35,0,35,25
2864,5,35,0,40,20
2865,5,35,0,45,15
2866,5,35,0,50,10
2867,5,35,0,55,5
2868,5,35,0,60,0
2869,5,35,5,0,55
2870,5,35,5,5,50
2871,5,35,5,10,45
2872,5,35,5,15,40
2873,5,35,5,20,35
2874,5,35,5,25,30
2875,5,35,5,30,25
2876,5,35,5,35,20
2877,5,35,5,40,15
2878,5,35,5,45,10
2879,5,35,5,50,5
2880,5,35,5,55,0
2881,5,35,10,0,50
2882,5,35,10,5,45
2883,5,35,10,10,40
2884,5,35,10,15,35
2885,5,35,10,20,30
2886,5,35,10,25,25
2887,5,35,10,30,20
2888,5,35,10,35,15
2889,5,35,10,40,10
2890,5,35,10,45,5
2891,5,35,10,50,0
2892,5,35,15,0,45
2893,5,35,15,5,40
2894,5,35,15,10,35
2895,5,35,15,15,30
2896,5,35,15,20,25
2897,5,35,15,25,20
2898,5,35,15,30,15
2899,5,35,15,35,10
2900,5,35,15,40,5
2901,5,35,15,45,0
2902,5,35,20,0,40
2903,5,35,20,5,35
2904,5,35,20,10,30
2905,5,35,20,15,25
2906,5,35,20,20,20
2907,5,35,20,25,15
2908,5,35,20,30,10
2909,5,35,20,35,5
2910,5,35,20,40,0
2911,5,35,25,0,35
2912,5,35,25,5,30
2913,5,35,25,10,25
2914,5,35,25,15,20
2915,5,35,25,20,15
2916,5,35,25,25,10
2917,5,35,25,30,5
2918,5,35,25,35,0
2919,5,35,30,0,30
2920,5,35,30,5,25
2921,5,35,30,10,20
2922,5,35,30,15,15
2923,5,35,30,20,10
2924,5,35,30,25,5
2925,5,35,30,30,0
2926,5,35,35,0,25
2927,5,35,35,5,20
2928,5,35,35,10,15
2929,5,35,35,15,10
2930,5,35,35,20,5
2931,5,35,35,25,0
2932,5,35,40,0,20
2933,5,35,40,5,15
2934,5,35,40,10,10
2935,5,35,40,15,5
2936,5,35,40,20,0
2937,5,35,45,0,15
2938,5,35,45,5,10
2939,5,35,45,10,5
2940,5,35,45,15,0
2941,5,35,50,0,10
2942,5,35,50,5,5
2943,5,35,50,10,0
2944,5,35,55,0,5
2945,5,35,55,5,0
2946,5,35,60,0,0
2947,5,40,0,0,55
2948,5,40,0,5,50
2949,5,40,0,10,45
2950,5,40,0,15,40
2951,5,40,0,20,35
2952,5,40,0,25,30
2953,5,40,0,30,25
2954,5,40,0,35,20
2955,5,40,0,40,15
2956,5,40,0,45,10
2957,5,40,0,50,5
2958,5,40,0,55,0
2959,5,40,5,0,50
2960,5,40,5,5,45
2961,5,40,5,10,40
2962,5,40,5,15,35
2963,5,40,5,20,30
2964,5,40,5,25,25
2965,5,40,5,30,20
2966,5,40,5,35,15
2967,5,40,5,40,10
2968,5,40,5,45,5
2969,5,40,5,50,0
2970,5,40,10,0,45
2971,5,40,10,5,40
2972,5,40,10,10,35
2973,5,40,10,15,30
2974,5,40,10,20,25
2975,5,40,10,25,20
2976,5,40,10,30,15
2977,5,40,10,35,10
2978,5,40,10,40,5
2979,5,40,10,45,0
2980,5,40,15,0,40
2981,5,40,15,5,35
2982,5,40,15,10,30
2983,5,40,15,15,25
2984,5,40,15,20,20
2985,5,40,15,25,15
2986,5,40,15,30,10
2987,5,40,15,35,5
2988,5,40,15,40,0
2989,5,40,20,0,35
2990,5,40,20,5,30
2991,5,40,20,10,25
2992,5,40,20,15,20
2993,5,40,20,20,15
2994,5,40,20,25,10
2995,5,40,20,30,5
2996,5,40,20,35,0
2997,5,40,25,0,30
2998,5,40,25,5,25
2999,5,40,25,10,20
3000,5,40,25,15,15
3001,5,40,25,20,10
3002,5,40,25,25,5
3003,5,40,25,30,0
3004,5,40,30,0,25
3005,5,40,30,5,20
3006,5,40,30,10,15
3007,5,40,30,15,10
3008,5,40,30,20,5
3009,5,40,30,25,0
3010,5,40,35,0,20
3011,5,40,35,5,15
3012,5,40,35,10,10
3013,5,40,35,15,5
3014,5,40,35,20,0
3015,5,40,40,0,15
3016,5,40,40,5,10
3017,5,40,40,10,5
3018,5,40,40,15,0
3019,5,40,45,0,10
3020,5,40,45,5,5
3021,5,40,45,10,0
3022,5,40,50,0,5
3023,5,40,50,5,0
3024,5,40,55,0,0
3025,5,45,0,0,50
3026,5,45,0,5,45
3027,5,45,0,10,40
3028,5,45,0,15,35
3029,5,45,0,20,30
3030,5,45,0,25,25
3031,5,45,0,30,20
3032,5,45,0,35,15
3033,5,45,0,40,10
3034,5,45,0,45,5
3035,5,45,0,50,0
3036,5,45,5,0,45
3037,5,45,5,5,40
3038,5,45,5,10,35
3039,5,45,5,15,30
3040,5,45,5,20,25
3041,5,45,5,25,20
3042,5,45,5,30,15
3043,5,45,5,35,10
3044,5,45,5,40,5
3045,5,45,5,45,0
3046,5,45,10,0,40
3047,5,45,10,5,35
3048,5,45,10,10,30
3049,5,45,10,15,25
3050,5,45,10,20,20
3051,5,45,10,25,15
3052,5,45,10,30,10
3053,5,45,10,35,5
3054,5,45,10,40,0
3055,5,45,15,0,35
3056,5,45,15,5,30
3057,5,45,15,10,25
3058,5,45,15,15,20
3059,5,45,15,20,15
3060,5,45,15,25,10
3061,5,45,15,30,5
3062,5,45,15,35,0
3063,5,45,20,0,30
3064,5,45,20,5,25
3065,5,45,20,10,20
3066,5,45,20,15,15
3067,5,45,20,20,10
3068,5,45,20,25,5
3069,5,45,20,30,0
3070,5,45,25,0,25
3071,5,45,25,5,20
3072,5,45,25,10,15
3073,5,45,25,15,10
3074,5,45,25,20,5
3075,5,45,25,25,0
3076,5,45,30,0,20
3077,5,45,30,5,15
3078,5,45,30,10,10
3079,5,45,30,15,5
3080,5,45,30,20,0
3081,5,45,35,0,15
3082,5,45,35,5,10
3083,5,45,35,10,5
3084,5,45,35,15,0
3085,5,45,40,0,10
3086,5,45,40,5,5
3087,5,45,40,10,0
3088,5,45,45,0,5
3089,5,45,45,5,0
3090,5,45,50,0,0
3091,5,50,0,0,45
3092,5,50,0,5,40
3093,5,50,0,10,35
3094,5,50,0,15,30
3095,5,50,0,20,25
3096,5,50,0,25,20
3097,5,50,0,30,15
3098,5,50,0,35,10
3099,5,50,0,40,5
3100,5,50,0,45,0
3101,5,50,5,0,40
3102,5,50,5,5,35
3103,5,50,5,10,30
3104,5,50,5,15,25
3105,5,50,5,20,20
3106,5,50,5,25,15
3107,5,50,5,30,10
3108,5,50,5,35,5
3109,5,50,5,40,0
3110,5,50,10,0,35
3111,5,50,10,5,30
3112,5,50,10,10,25
3113,5,50,10,15,20
3114,5,50,10,20,15
3115,5,50,10,25,10
3116,5,50,10,30,5
3117,5,50,10,35,0
3118,5,50,15,0,30
3119,5,50,15,5,25
3120,5,50,15,10,20
3121,5,50,15,15,15
3122,5,50,15,20,10
3123,5,50,15,25,5
3124,5,50,15,30,0
3125,5,50,20,0,25
3126,5,50,20,5,20
3127,5,50,20,10,15
3128,5,50,20,15,10
3129,5,50,20,20,5
3130,5,50,20,25,0
3131,5,50,25,0,20
3132,5,50,25,5,15
3133,5,50,25,10,10
3134,5,50,25,15,5
3135,5,50,25,20,0
3136,5,50,30,0,15
3137,5,50,30,5,10
3138,5,50,30,10,5
3139,5,50,30,15,0
3140,5,50,35,0,10
3141,5,50,35,5,5
3142,5,50,35,10,0
3143,5,50,40,0,5
3144,5,50,40,5,0
3145,5,50,45,0,0
3146,5,55,0,0,40
3147,5,55,0,5,35
3148,5,55,0,10,30
3149,5,55,0,15,25
3150,5,55,0,20,20
3151,5,55,0,25,15
3152,5,55,0,30,10
3153,5,55,0,35,5
3154,5,55,0,40,0
3155,5,55,5,0,35
3156,5,55,5,5,30
3157,5,55,5,10,25
3158,5,55,5,15,20
3159,5,55,5,20,15
3160,5,55,5,25,10
3161,5,55,5,30,5
3162,5,55,5,35,0
3163,5,55,10,0,30
3164,5,55,10,5,25
3165,5,55,10,10,20
3166,5,55,10,15,15
3167,5,55,10,20,10
3168,5,55,10,25,5
3169,5,55,10,30,0
3170,5,55,15,0,25
3171,5,55,15,5,20
3172,5,55,15,10,15
3173,5,55,15,15,10
3174,5,55,15,20,5
3175,5,55,15,25,0
3176,5,55,20,0,20
3177,5,55,20,5,15
3178,5,55,20,10,10
3179,5,55,20,15,5
3180,5,55,20,20,0
3181,5,55,25,0,15
3182,5,55,25,5,10
3183,5,55,25,10,5
3184,5,55,25,15,0
3185,5,55,30,0,10
3186,5,55,30,5,5
3187,5,55,30,10,0
3188,5,55,35,0,5
3189,5,55,35,5,0
3190,5,55,40,0,0
3191,5,60,0,0,35
3192,5,60,0,5,30
3193,5,60,0,10,25
3194,5,60,0,15,20
3195,5,60,0,20,15
3196,5,60,0,25,10
3197,5,60,0,30,5
3198,5,60,0,35,0
3199,5,60,5,0,30
3200,5,60,5,5,25
3201,5,60,5,10,20
3202,5,60,5,15,15
3203,5,60,5,20,10
3204,5,60,5,25,5
3205,5,60,5,30,0
3206,5,60,10,0,25
3207,5,60,10,5,20
3208,5,60,10,10,15
3209,5,60,10,15,10
3210,5,60,10,20,5
3211,5,60,10,25,0
3212,5,60,15,0,20
3213,5,60,15,5,15
3214,5,60,15,10,10
3215,5,60,15,15,5
3216,5,60,15,20,0
3217,5,60,20,0,15
3218,5,60,20,5,10
3219,5,60,20,10,5
3220,5,60,20,15,0
3221,5,60,25,0,10
3222,5,60,25,5,5
3223,5,60,25,10,0
3224,5,60,30,0,5
3225,5,60,30,5,0
3226,5,60,35,0,0
3227,5,65,0,0,30
3228,5,65,0,5,25
3229,5,65,0,10,20
3230,5,65,0,15,15
3231,5,65,0,20,10
3232,5,65,0,25,5
3233,5,65,0,30,0
3234,5,65,5,0,25
3235,5,65,5,5,20
3236,5,65,5,10,15
3237,5,65,5,15,10
3238,5,65,5,20,5
3239,5,65,5,25,0
3240,5,65,10,0,20
3241,5,65,10,5,15
3242,5,65,10,10,10
3243,5,65,10,15,5
3244,5,65,10,20,0
3245,5,65,15,0,15
3246,5,65,15,5,10
3247,5,65,15,10,5
3248,5,65,15,15,0
3249,5,65,20,0,10
3250,5,65,20,5,5
3251,5,65,20,10,0
3252,5,65,25,0,5
3253,5,65,25,5,0
3254,5,65,30,0,0
3255,5,70,0,0,25
3256,5,70,0,5,20
3257,5,70,0,10,15
3258,5,70,0,15,10
3259,5,70,0,20,5
3260,5,70,0,25,0
3261,5,70,5,0,20
3262,5,70,5,5,15
3263,5,70,5,10,10
3264,5,70,5,15,5
3265,5,70,5,20,0
3266,5,70,10,0,15
3267,5,70,10,5,10
3268,5,70,10,10,5
3269,5,70,10,15,0
3270,5,70,15,0,10
3271,5,70,15,5,5
3272,5,70,15,10,0
3273,5,70,20,0,5
3274,5,70,20,5,0
3275,5,70,25,0,0
3276,5,75,0,0,20
3277,5,75,0,5,15
3278,5,75,0,10,10
3279,5,75,0,15,5
3280,5,75,0,20,0
3281,5,75,5,0,15
3282,5,75,5,5,10
3283,5,75,5,10,5
3284,5,75,5,15,0
3285,5,75,10,0,10
3286,5,75,10,5,5
3287,5,75,10,10,0
3288,5,75,15,0,5
3289,5,75,15,5,0
3290,5,75,20,0,0
3291,5,80,0,0,15
3292,5,80,0,5,10
3293,5,80,0,10,5
3294,5,80,0,15,0
3295,5,80,5,0,10
3296,5,80,5,5,5
3297,5,80,5,10,0
3298,5,80,10,0,5
3299,5,80,10,5,0
3300,5,80,15,0,0
3301,5,85,0,0,10
3302,5,85,0,5,5
3303,5,85,0,10,0
3304,5,85,5,0,5
3305,5,85,5,5,0
3306,5,85,10,0,0
3307,5,90,0,0,5
3308,5,90,0,5,0
3309,5,90,5,0,0
3310,5,95,0,0,0
3311,10,0,0,0,90
3312,10,0,0,5,85
3313,10,0,0,10,80
3314,10,0,0,15,75
3315,10,0,0,20,70
3316,10,0,0,25,65
3317,10,0,0,30,60
3318,10,0,0,35,55
3319,10,0,0,40,50
3320,10,0,0,45,45
3321,10,0,0,50,40
3322,10,0,0,55,35
3323,10,0,0,60,30
3324,10,0,0,65,25
3325,10,0,0,70,20
3326,10,0,0,75,15
3327,10,0,0,80,10
3328,10,0,0,85,5
3329,10,0,0,90,0
3330,10,0,5,0,85
3331,10,0,5,5,80
3332,10,0,5,10,75
3333,10,0,5,15,70
3334,10,0,5,20,65
3335,10,0,5,25,60
3336,10,0,5,30,55
3337,10,0,5,35,50
3338,10,0,5,40,45
3339,10,0,5,45,40
3340,10,0,5,50,35
3341,10,0,5,55,30
3342,10,0,5,60,25
3343,10,0,5,65,20
3344,10,0,5,70,15
3345,10,0,5,75,10
3346,10,0,5,80,5
3347,10,0,5,85,0
3348,10,0,10,0,80
3349,10,0,10,5,75
3350,10,0,10,10,70
3351,10,0,10,15,65
3352,10,0,10,20,60
3353,10,0,10,25,55
3354,10,0,10,30,50
3355,10,0,10,35,45
3356,10,0,10,40,40
3357,10,0,10,45,35
3358,10,0,10,50,30
3359,10,0,10,55,25
3360,10,0,10,60,20
3361,10,0,10,65,15
3362,10,0,10,70,10
3363,10,0,10,75,5
3364,10,0,10,80,0
3365,10,0,15,0,75
3366,10,0,15,5,70
3367,10,0,15,10,65
3368,10,0,15,15,60
3369,10,0,15,20,55
3370,10,0,15,25,50
3371,10,0,15,30,45
3372,10,0,15,35,40
3373,10,0,15,40,35
3374,10,0,15,45,30
3375,10,0,15,50,25
3376,10,0,15,55,20
3377,10,0,15,60,15
3378,10,0,15,65,10
3379,10,0,15,70,5
3380,10,0,15,75,0
3381,10,0,20,0,70
3382,10,0,20,5,65
3383,10,0,20,10,60
3384,10,0,20,15,55
3385,10,0,20,20,50
3386,10,0,20,25,45
3387,10,0,20,30,40
3388,10,0,20,35,35
3389,10,0,20,40,30
3390,10,0,20,45,25
3391,10,0,20,50,20
3392,10,0,20,55,15
3393,10,0,20,60,10
3394,10,0,20,65,5
3395,10,0,20,70,0
3396,10,0,25,0,65
3397,10,0,25,5,60
3398,10,0,25,10,55
3399,10,0,25,15,50
3400,10,0,25,20,45
3401,10,0,25,25,40
3402,10,0,25,30,35
3403,10,0,25,35,30
3404,10,0,25,40,25
3405,10,0,25,45,20
3406,10,0,25,50,15
3407,10,0,25,55,10
3408,10,0,25,60,5
3409,10,0,25,65,0
3410,10,0,30,0,60
3411,10,0,30,5,55
3412,10,0,30,10,50
3413,10,0,30,15,45
3414,10,0,30,20,40
3415,10,0,30,25,35
3416,10,0,30,30,30
3417,10,0,30,35,25
3418,10,0,30,40,20
3419,10,0,30,45,15
3420,10,0,30,50,10
3421,10,0,30,55,5
3422,10,0,30,60,0
3423,10,0,35,0,55
3424,10,0,35,5,50
3425,10,0,35,10,45
3426,10,0,35,15,40
3427,10,0,35,20,35
3428,10,0,35,25,30
3429,10,0,35,30,25
3430,10,0,35,35,20
3431,10,0,35,40,15
3432,10,0,35,45,10
3433,10,0,35,50,5
3434,10,0,35,55,0
3435,10,0,40,0,50
3436,10,0,40,5,45
3437,10,0,40,10,40
3438,10,0,40,15,35
3439,10,0,40,20,30
3440,10,0,40,25,25
3441,10,0,40,30,20
3442,10,0,40,35,15
3443,10,0,40,40,10
3444,10,0,40,45,5
3445,10,0,40,50,0
3446,10,0,45,0,45
3447,10,0,45,5,40
3448,10,0,45,10,35
3449,10,0,45,15,30
3450,10,0,45,20,25
3451,10,0,45,25,20
3452,10,0,45,30,15
3453,10,0,45,35,10
3454,10,0,45,40,5
3455,10,0,45,45,0
3456,10,0,50,0,40
3457,10,0,50,5,35
3458,10,0,50,10,30
3459,10,0,50,15,25
3460,10,0,50,20,20
3461,10,0,50,25,15
3462,10,0,50,30,10
3463,10,0,50,35,5
3464,10,0,50,40,0
3465,10,0,55,0,35
3466,10,0,55,5,30
3467,10,0,55,10,25
3468,10,0,55,15,20
3469,10,0,55,20,15
3470,10,0,55,25,10
3471,10,0,55,30,5
3472,10,0,55,35,0
3473,10,0,60,0,30
3474,10,0,60,5,25
3475,10,0,60,10,20
3476,10,0,60,15,15
3477,10,0,60,20,10
3478,10,0,60,25,5
3479,10,0,60,30,0
3480,10,0,65,0,25
3481,10,0,65,5,20
3482,10,0,65,10,15
3483,10,0,65,15,10
3484,10,0,65,20,5
3485,10,0,65,25,0
3486,10,0,70,0,20
3487,10,0,70,5,15
3488,10,0,70,10,10
3489,10,0,70,15,5
3490,10,0,70,20,0
3491,10,0,75,0,15
3492,10,0,75,5,10
3493,10,0,75,10,5
3494,10,0,75,15,0
3495,10,0,80,0,10
3496,10,0,80,5,5
3497,10,0,80,10,0
3498,10,0,85,0,5
3499,10,0,85,5,0
3500,10,0,90,0,0
3501,10,5,0,0,85
3502,10,5,0,5,80
3503,10,5,0,10,75
3504,10,5,0,15,70
3505,10,5,0,20,65
3506,10,5,0,25,60
3507,10,5,0,30,55
3508,10,5,0,35,50
3509,10,5,0,40,45
3510,10,5,0,45,40
3511,10,5,0,50,35
3512,10,5,0,55,30
3513,10,5,0,60,25
3514,10,5,0,65,20
3515,10,5,0,70,15
3516,10,5,0,75,10
3517,10,5,0,80,5
3518,10,5,0,85,0
3519,10,5,5,0,80
3520,10,5,5,5,75
3521,10,5,5,10,70
3522,10,5,5,15,65
3523,10,5,5,20,60
3524,10,5,5,25,55
3525,10,5,5,30,50
3526,10,5,5,35,45
3527,10,5,5,40,40
3528,10,5,5,45,35
3529,10,5,5,50,30
3530,10,5,5,55,25
3531,10,5,5,60,20
3532,10,5,5,65,15
3533,10,5,5,70,10
3534,10,5,5,75,5
3535,10,5,5,80,0
3536,10,5,10,0,75
3537,10,5,10,5,70
3538,10,5,10,10,65
3539,10,5,10,15,60
3540,10,5,10,20,55
3541,10,5,10,25,50
3542,10,5,10,30,45
3543,10,5,10,35,40
3544,10,5,10,40,35
3545,10,5,10,45,30
3546,10,5,10,50,25
3547,10,5,10,55,20
3548,10,5,10,60,15
3549,10,5,10,65,10
3550,10,5,10,70,5
3551,10,5,10,75,0
3552,10,5,15,0,70
3553,10,5,15,5,65
3554,10,5,15,10,60
3555,10,5,15,15,55
3556,10,5,15,20,50
3557,10,5,15,25,45
3558,10,5,15,30,40
3559,10,5,15,35,35
3560,10,5,15,40,30
